pair_id,predicted_sigma,actual_abs_error
2011WM011__2014WM011,0.05665401346286857,0.028964395234551656
2014WM011__2011WM011,0.057424450228371636,0.03744256613375561
2012WM006__2017PA006,0.02068710568026267,0.004563875232445169
2017PA006__2012WM006,0.02064070400031655,0.0038705522281653137
2012WM012__2014WM002,0.03246620914370137,0.017941559577278197
2014WM002__2012WM012,0.03282695211464025,0.015359882355140431
2015WM014__2016WM019,0.043987069338490524,0.008070357372652362
2016WM019__2015WM014,0.044145098448923656,0.00789553829005783
2018PA006__2018PA014,0.03674862447061735,0.054552817655395096
2018PA014__2018PA006,0.03685922026211107,0.055757694786604
2019PA023__2019PA024,0.17471684690339825,0.1355354758864165
2019PA024__2019PA023,0.18902365226160778,0.14784710817784852
2019PA023__2020PA011,0.21797463984695833,0.16404124059345146
2020PA011__2019PA023,0.27918204740954783,0.17997019624534774
2020PA013__2023VR137,0.00608331917530259,0.0018267677603805328
2023VR137__2020PA013,0.006083242871202731,0.0018259747390347496
2021PA007__2023PA025,0.029766526917030054,0.036122265181059605
2023PA025__2021PA007,0.02961211959126627,0.037505614891954246
2021PA007__2023PA031,0.03742928365564532,0.051123625689039394
2023PA031__2021PA007,0.03765943652050034,0.053583860873799766
2021PA009__2023PA003,0.004706112481424516,0.01053172364059954
2021PA009__2023PA004,0.042278066661586844,0.0439623939155673
2023PA004__2021PA009,0.03858836462509469,0.042588006225736524
2021PA013__2022PA020,0.012767480570906294,0.014927445693952117
2022PA020__2021PA013,0.012749408609641967,0.01492377688383131
2022PA005__2023PA038,0.019973480286909547,0.02888014093149872
2023PA038__2022PA005,0.02011446805972112,0.03004372321642684
2022PA017__2023PA062,0.0627280732516132,0.07981836802182686
2023PA062__2022PA017,0.07196496290883016,0.08738661050518806
2022PA028__2023PA009,0.012504663612440467,0.001900455882732864
2023PA009__2022PA028,0.012523584008570093,0.002067611332162055
2023PA001__2024PA020,0.04521983975314546,0.008170616424095273
2024PA020__2023PA001,0.04545273528371191,0.0071583049674859844
2023PA003__2023PA004,0.038051356795409115,0.03513092398041238
2023PA004__2023PA003,0.037928008788126806,0.03430532557425242
2023PA032__2024PA024,0.018256981802663122,0.04281852552381482
2024PA024__2023PA032,0.018151245609440418,0.04439925112413459
2023PA032__2024PA049,0.038766294840294035,0.0050670367982090445
2024PA049__2023PA032,0.03893299688720331,0.004992597121221201
2024KA001__2024KA002,0.043360157504372054,0.018480756228406996
2024KA002__2024KA001,0.04343202817078916,0.018304545635832267
2024PA013__2024PA094,0.057386036096307984,0.09996059240195514
2024PA094__2024PA013,0.05392319203684963,0.11706276520250132
2024PA028__2024PA070,0.016091536405546704,0.010426921354650618
2024PA070__2024PA028,0.016093895499405195,0.010569859940798518
