pair_id,predicted_sigma,actual_abs_error
2012WM012__2014WM002,0.031407625153604464,0.017941559577278197
2014WM002__2012WM012,0.031816018977699895,0.015359882355140431
2015WM014__2016WM019,0.03766094757562766,0.008070357372652362
2016WM019__2015WM014,0.037424586362958256,0.00789553829005783
2018PA006__2018PA014,0.047928379767517564,0.054552817655395096
2018PA014__2018PA006,0.05192794865484429,0.055757694786604
2019PA023__2019PA024,0.1395738238732525,0.1355354758864165
2019PA024__2019PA023,0.15636708723923526,0.14784710817784852
2019PA023__2020PA011,0.19809802524797512,0.16404124059345146
2020PA011__2019PA023,0.27737914076132913,0.17997019624534774
2020PA013__2023VR137,0.00548113547914065,0.0018267677603805328
2023VR137__2020PA013,0.005481060271474784,0.0018259747390347496
2021PA007__2023PA025,0.035199779253406865,0.036122265181059605
2023PA025__2021PA007,0.03526006238964416,0.037505614891954246
2021PA007__2023PA031,0.035004591783826144,0.051123625689039394
2023PA031__2021PA007,0.034667628181590915,0.053583860873799766
2021PA009__2023PA003,0.0039791266587107365,0.01053172364059954
2021PA009__2023PA004,0.048219744330924366,0.0439623939155673
2023PA004__2021PA009,0.043999960397824514,0.042588006225736524
2021PA013__2022PA020,0.008702592131720198,0.014927445693952117
2022PA020__2021PA013,0.008690370888927228,0.01492377688383131
2022PA005__2023PA038,0.021848356051838103,0.02888014093149872
2023PA038__2022PA005,0.02342072632863632,0.03004372321642684
2022PA017__2023PA062,0.0550256651226587,0.07981836802182686
2023PA062__2022PA017,0.06867356104141173,0.08738661050518806
2022PA028__2023PA009,0.011121960051932316,0.001900455882732864
2023PA009__2022PA028,0.011152178946216704,0.002067611332162055
2023PA001__2024PA020,0.031646322469910726,0.008170616424095273
2024PA020__2023PA001,0.03203034724065965,0.0071583049674859844
2023PA003__2023PA004,0.04540944582605728,0.03513092398041238
2023PA004__2023PA003,0.0455317645372684,0.03430532557425242
2023PA032__2024PA024,0.021218818079077596,0.04281852552381482
2024PA024__2023PA032,0.021278330342373638,0.04439925112413459
2023PA032__2024PA049,0.03140319155378695,0.0050670367982090445
2024PA049__2023PA032,0.031398175202649474,0.004992597121221201
2024KA001__2024KA002,0.02622332199331233,0.018480756228406996
2024KA002__2024KA001,0.026248660984795395,0.018304545635832267
2024PA013__2024PA094,0.07390212386769013,0.09996059240195514
2024PA094__2024PA013,0.07120026018603441,0.11706276520250132
2024PA028__2024PA070,0.016988522128862017,0.010426921354650618
2024PA070__2024PA028,0.016986346401274985,0.010569859940798518
