pair_id,predicted_sigma,actual_abs_error
2012WM012__2014WM002,0.0372880253500658,0.017941559577278197
2014WM002__2012WM012,0.037785830441832674,0.015359882355140431
2015WM014__2016WM019,0.048773680214832214,0.008070357372652362
2016WM019__2015WM014,0.04900366548903918,0.00789553829005783
2018PA006__2018PA014,0.041367962898128496,0.054552817655395096
2018PA014__2018PA006,0.04149860197025956,0.055757694786604
2019PA023__2019PA024,0.19186724437092442,0.1355354758864165
2019PA024__2019PA023,0.20349523589868607,0.14784710817784852
2019PA023__2020PA011,0.2438403212103307,0.16404124059345146
2020PA011__2019PA023,0.30899159257561587,0.17997019624534774
2020PA013__2023VR137,0.006669467540732715,0.0018267677603805328
2023VR137__2020PA013,0.006669377536186023,0.0018259747390347496
2021PA007__2023PA025,0.0342933023785757,0.036122265181059605
2023PA025__2021PA007,0.034068214527988014,0.037505614891954246
2021PA007__2023PA031,0.037626014379969985,0.051123625689039394
2023PA031__2021PA007,0.037950833748184774,0.053583860873799766
2021PA009__2023PA003,0.005305334797409279,0.01053172364059954
2021PA009__2023PA004,0.045409741794338994,0.0439623939155673
2023PA004__2021PA009,0.040544779411331576,0.042588006225736524
2021PA013__2022PA020,0.011720578067819539,0.014927445693952117
2022PA020__2021PA013,0.011704072785928707,0.01492377688383131
2022PA005__2023PA038,0.02307131320844612,0.02888014093149872
2023PA038__2022PA005,0.02332011344123941,0.03004372321642684
2022PA017__2023PA062,0.05887233507535902,0.07981836802182686
2023PA062__2022PA017,0.06956309759754256,0.08738661050518806
2022PA028__2023PA009,0.012687617409309614,0.001900455882732864
2023PA009__2022PA028,0.012712728046546438,0.002067611332162055
2023PA001__2024PA020,0.0423191053257096,0.008170616424095273
2024PA020__2023PA001,0.042723854703369764,0.0071583049674859844
2023PA003__2023PA004,0.04062854303657325,0.03513092398041238
2023PA004__2023PA003,0.04044178534757039,0.03430532557425242
2023PA032__2024PA024,0.019484429038398685,0.04281852552381482
2024PA024__2023PA032,0.019329473272699335,0.04439925112413459
2023PA032__2024PA049,0.0406321241241299,0.0050670367982090445
2024PA049__2023PA032,0.04083262988896325,0.004992597121221201
2024KA001__2024KA002,0.03804103195149918,0.018480756228406996
2024KA002__2024KA001,0.038086088507034196,0.018304545635832267
2024PA013__2024PA094,0.057636644166362466,0.09996059240195514
2024PA094__2024PA013,0.053629739519657715,0.11706276520250132
2024PA028__2024PA070,0.01771672013215185,0.010426921354650618
2024PA070__2024PA028,0.0177182936538472,0.010569859940798518
